ID_Detail,ID_Intervention,ID_Materiel,Mode_Saisie,Quantite,Quantite_Cumulee,Quantite_Nette_Calculee,Date,Tache,Designation,Anomalie_Signalee
DET_00381,INT_0264,MAT_PRISE_TERRE,🎯 Cumul total à date,13,28,13,2026-06-25,TASK_Terre,Prise de terre,
DET_00382,INT_0264,MAT_FOUILLE_BT,➕ Saisie du jour,44,238,44,2026-06-25,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00383,INT_0265,MAT_FOUILLE_HTA,🎯 Cumul total à date,13,13,13,2026-08-09,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00384,INT_0266,MAT_POTEAU_BT,➕ Saisie du jour,111,238,111,2026-08-09,TASK_PBA_BT,Poteau béton armé BT,
DET_00385,INT_0266,MAT_CABLE_BT,🎯 Cumul total à date,3533,8747,3533,2026-08-09,TASK_Cable_BT,Câble BT,
DET_00386,INT_0266,MAT_PRISE_TERRE,➕ Saisie du jour,5,33,5,2026-08-09,TASK_Terre,Prise de terre,
DET_00387,INT_0267,MAT_FOUILLE_HTA,➕ Saisie du jour,1,1,1,2026-03-26,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00388,INT_0268,MAT_POTEAU_BT,➕ Saisie du jour,12,12,12,2026-03-26,TASK_PBA_BT,Poteau béton armé BT,1.0
DET_00389,INT_0269,MAT_CABLE_BT,➕ Saisie du jour,535,535,535,2026-04-12,TASK_Cable_BT,Câble BT,
DET_00390,INT_0270,MAT_POTEAU_BT,➕ Saisie du jour,1,13,1,2026-06-07,TASK_PBA_BT,Poteau béton armé BT,
DET_00391,INT_0270,MAT_FOUILLE_BT,➕ Saisie du jour,4,4,4,2026-06-07,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00392,INT_0271,MAT_POTEAU_BT,➕ Saisie du jour,14,27,14,2026-06-19,TASK_PBA_BT,Poteau béton armé BT,
DET_00393,INT_0271,MAT_CABLE_BT,➕ Saisie du jour,163,698,163,2026-06-19,TASK_Cable_BT,Câble BT,
DET_00394,INT_0272,MAT_POTEAU_HTA,➕ Saisie du jour,1,1,1,2026-08-23,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00395,INT_0273,MAT_CABLE_BT,➕ Saisie du jour,260,958,260,2026-08-23,TASK_Cable_BT,Câble BT,
DET_00396,INT_0274,MAT_DISJONCTEUR,➕ Saisie du jour,1,1,1,2026-03-25,TASK_DMT,Disjoncteur de poteau DMT-CC,
DET_00397,INT_0274,MAT_ARMEMENT,🎯 Cumul total à date,1,1,1,2026-03-25,TASK_IACM,Armement IACM,
DET_00398,INT_0274,MAT_FOUILLE_HTA,➕ Saisie du jour,29,29,29,2026-03-25,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00399,INT_0275,MAT_CABLE_BT,➕ Saisie du jour,3499,3499,3499,2026-04-13,TASK_Cable_BT,Câble BT,
DET_00400,INT_0275,MAT_FOUILLE_BT,🎯 Cumul total à date,78,78,78,2026-04-13,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00401,INT_0276,MAT_POTEAU_HTA,➕ Saisie du jour,21,21,21,2026-04-20,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00402,INT_0277,MAT_CABLE_HTA,➕ Saisie du jour,237,237,237,2026-05-16,TASK_Cable_HTA,Câble HTA,
DET_00403,INT_0277,MAT_FOUILLE_HTA,➕ Saisie du jour,2,31,2,2026-05-16,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00404,INT_0278,MAT_FOUILLE_BT,🎯 Cumul total à date,82,160,82,2026-05-16,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00405,INT_0279,MAT_POTEAU_BT,🎯 Cumul total à date,158,158,158,2026-08-08,TASK_PBA_BT,Poteau béton armé BT,
DET_00406,INT_0280,MAT_POTEAU_BT,➕ Saisie du jour,12,12,12,2026-04-27,TASK_PBA_BT,Poteau béton armé BT,
DET_00407,INT_0281,MAT_FOUILLE_BT,➕ Saisie du jour,5,5,5,2026-06-01,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00408,INT_0282,MAT_POTEAU_HTA,➕ Saisie du jour,3,3,3,2026-03-18,TASK_PBA_HTA,Poteau béton armé HTA,1.0
DET_00409,INT_0283,MAT_POTEAU_BT,➕ Saisie du jour,62,62,62,2026-03-18,TASK_PBA_BT,Poteau béton armé BT,
DET_00410,INT_0283,MAT_FOUILLE_BT,➕ Saisie du jour,36,36,36,2026-03-18,TASK_Fouille_BT,Fouille BT (tranchée),1.0
DET_00411,INT_0284,MAT_POTEAU_BT,➕ Saisie du jour,49,111,49,2026-05-08,TASK_PBA_BT,Poteau béton armé BT,
DET_00412,INT_0284,MAT_FOUILLE_BT,➕ Saisie du jour,41,77,41,2026-05-08,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00413,INT_0285,MAT_DISJONCTEUR,➕ Saisie du jour,1,1,1,2026-05-14,TASK_DMT,Disjoncteur de poteau DMT-CC,
DET_00414,INT_0285,MAT_ARMEMENT,➕ Saisie du jour,2,2,2,2026-05-14,TASK_IACM,Armement IACM,1.0
DET_00415,INT_0285,MAT_FOUILLE_HTA,➕ Saisie du jour,10,10,10,2026-05-14,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00416,INT_0286,MAT_TRANSFO,➕ Saisie du jour,1,1,1,2026-06-26,TASK_TFO,Transformateur HTA/BT,
DET_00417,INT_0287,MAT_PRISE_TERRE,➕ Saisie du jour,4,4,4,2026-06-28,TASK_Terre,Prise de terre,
DET_00418,INT_0288,MAT_DISJONCTEUR,➕ Saisie du jour,1,2,1,2026-07-14,TASK_DMT,Disjoncteur de poteau DMT-CC,
DET_00419,INT_0289,MAT_POTEAU_BT,➕ Saisie du jour,14,14,14,2026-07-14,TASK_PBA_BT,Poteau béton armé BT,
DET_00420,INT_0290,MAT_CABLE_HTA,➕ Saisie du jour,108,108,108,2026-08-18,TASK_Cable_HTA,Câble HTA,
DET_00421,INT_0291,MAT_PRISE_TERRE,➕ Saisie du jour,2,6,2,2026-08-18,TASK_Terre,Prise de terre,
DET_00422,INT_0292,MAT_FOUILLE_HTA,➕ Saisie du jour,13,23,13,2026-08-24,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00423,INT_0293,MAT_POTEAU_BT,➕ Saisie du jour,14,28,14,2026-08-24,TASK_PBA_BT,Poteau béton armé BT,
DET_00424,INT_0293,MAT_CABLE_BT,➕ Saisie du jour,461,461,461,2026-08-24,TASK_Cable_BT,Câble BT,
DET_00425,INT_0293,MAT_PRISE_TERRE,➕ Saisie du jour,3,9,3,2026-08-24,TASK_Terre,Prise de terre,
DET_00426,INT_0294,MAT_CABLE_BT,➕ Saisie du jour,475,936,475,2026-08-26,TASK_Cable_BT,Câble BT,
DET_00427,INT_0295,MAT_POTEAU_HTA,➕ Saisie du jour,22,22,22,2026-08-27,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00428,INT_0296,MAT_CABLE_BT,🎯 Cumul total à date,223,1159,223,2026-08-27,TASK_Cable_BT,Câble BT,
DET_00429,INT_0296,MAT_FOUILLE_BT,➕ Saisie du jour,29,29,29,2026-08-27,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00430,INT_0297,MAT_FOUILLE_HTA,➕ Saisie du jour,3,3,3,2026-04-23,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00431,INT_0298,MAT_FOUILLE_BT,➕ Saisie du jour,36,36,36,2026-06-08,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00432,INT_0299,MAT_FOUILLE_HTA,➕ Saisie du jour,1,4,1,2026-06-10,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00433,INT_0300,MAT_CABLE_BT,🎯 Cumul total à date,253,253,253,2026-06-10,TASK_Cable_BT,Câble BT,
DET_00434,INT_0301,MAT_CABLE_BT,➕ Saisie du jour,525,778,525,2026-06-29,TASK_Cable_BT,Câble BT,
DET_00435,INT_0302,MAT_POTEAU_BT,➕ Saisie du jour,11,11,11,2026-07-06,TASK_PBA_BT,Poteau béton armé BT,
DET_00436,INT_0303,MAT_POTEAU_BT,➕ Saisie du jour,5,16,5,2026-07-30,TASK_PBA_BT,Poteau béton armé BT,
DET_00437,INT_0304,MAT_POTEAU_BT,➕ Saisie du jour,34,50,34,2026-08-05,TASK_PBA_BT,Poteau béton armé BT,
DET_00438,INT_0304,MAT_CABLE_BT,➕ Saisie du jour,402,1180,402,2026-08-05,TASK_Cable_BT,Câble BT,
DET_00439,INT_0305,MAT_FOUILLE_BT,➕ Saisie du jour,12,48,12,2026-08-22,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00440,INT_0306,MAT_ARMEMENT,➕ Saisie du jour,1,1,1,2026-06-06,TASK_IACM,Armement IACM,
DET_00441,INT_0307,MAT_FOUILLE_HTA,🎯 Cumul total à date,20,20,20,2026-06-20,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00442,INT_0308,MAT_CABLE_BT,➕ Saisie du jour,18655,18655,18655,2026-06-20,TASK_Cable_BT,Câble BT,
DET_00443,INT_0309,MAT_CABLE_HTA,➕ Saisie du jour,2028,2028,2028,2026-07-05,TASK_Cable_HTA,Câble HTA,
DET_00444,INT_0310,MAT_CABLE_BT,➕ Saisie du jour,8155,26810,8155,2026-07-05,TASK_Cable_BT,Câble BT,
DET_00445,INT_0311,MAT_POTEAU_HTA,➕ Saisie du jour,49,49,49,2026-07-11,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00446,INT_0311,MAT_DISJONCTEUR,➕ Saisie du jour,3,3,3,2026-07-11,TASK_DMT,Disjoncteur de poteau DMT-CC,
DET_00447,INT_0311,MAT_FOUILLE_HTA,🎯 Cumul total à date,29,49,29,2026-07-11,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00448,INT_0312,MAT_FOUILLE_HTA,➕ Saisie du jour,2,51,2,2026-07-22,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00449,INT_0313,MAT_POTEAU_HTA,➕ Saisie du jour,4,53,4,2026-07-27,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00450,INT_0313,MAT_ARMEMENT,➕ Saisie du jour,2,3,2,2026-07-27,TASK_IACM,Armement IACM,
DET_00451,INT_0314,MAT_POTEAU_BT,➕ Saisie du jour,394,394,394,2026-07-27,TASK_PBA_BT,Poteau béton armé BT,
DET_00452,INT_0314,MAT_FOUILLE_BT,➕ Saisie du jour,580,580,580,2026-07-27,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00453,INT_0315,MAT_POTEAU_BT,➕ Saisie du jour,190,584,190,2026-08-09,TASK_PBA_BT,Poteau béton armé BT,
DET_00454,INT_0316,MAT_FOUILLE_HTA,➕ Saisie du jour,1,1,1,2026-05-02,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00455,INT_0317,MAT_POTEAU_BT,➕ Saisie du jour,110,110,110,2026-05-02,TASK_PBA_BT,Poteau béton armé BT,
DET_00456,INT_0318,MAT_CABLE_BT,➕ Saisie du jour,1489,1489,1489,2026-05-30,TASK_Cable_BT,Câble BT,
DET_00457,INT_0319,MAT_FOUILLE_BT,➕ Saisie du jour,110,110,110,2026-06-04,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00458,INT_0320,MAT_CABLE_HTA,➕ Saisie du jour,24,24,24,2026-06-05,TASK_Cable_HTA,Câble HTA,
DET_00459,INT_0321,MAT_CABLE_HTA,🎯 Cumul total à date,34,58,34,2026-06-09,TASK_Cable_HTA,Câble HTA,
DET_00460,INT_0322,MAT_ARMEMENT,➕ Saisie du jour,1,1,1,2026-07-03,TASK_IACM,Armement IACM,
DET_00461,INT_0323,MAT_CABLE_BT,➕ Saisie du jour,1648,3137,1648,2026-07-03,TASK_Cable_BT,Câble BT,
DET_00462,INT_0324,MAT_CABLE_BT,➕ Saisie du jour,655,3792,655,2026-07-24,TASK_Cable_BT,Câble BT,
DET_00463,INT_0325,MAT_CABLE_HTA,➕ Saisie du jour,17,75,17,2026-08-04,TASK_Cable_HTA,Câble HTA,
DET_00464,INT_0326,MAT_LUMINAIRE_EP,➕ Saisie du jour,34,34,34,2026-08-04,TASK_EP,Luminaire éclairage public,
DET_00465,INT_0327,MAT_POTEAU_HTA,➕ Saisie du jour,6,6,6,2026-08-06,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00466,INT_0327,MAT_FOUILLE_HTA,➕ Saisie du jour,3,4,3,2026-08-06,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00467,INT_0328,MAT_TRANSFO,➕ Saisie du jour,1,1,1,2026-08-12,TASK_TFO,Transformateur HTA/BT,
DET_00468,INT_0329,MAT_FOUILLE_HTA,➕ Saisie du jour,3,7,3,2026-08-21,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00469,INT_0330,MAT_LUMINAIRE_EP,➕ Saisie du jour,6,40,6,2026-08-21,TASK_EP,Luminaire éclairage public,
DET_00470,INT_0330,MAT_PRISE_TERRE,➕ Saisie du jour,12,12,12,2026-08-21,TASK_Terre,Prise de terre,
DET_00471,INT_0331,MAT_POTEAU_BT,➕ Saisie du jour,63,63,63,2026-07-13,TASK_PBA_BT,Poteau béton armé BT,
DET_00472,INT_0331,MAT_FOUILLE_BT,➕ Saisie du jour,39,39,39,2026-07-13,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00473,INT_0332,MAT_POTEAU_BT,➕ Saisie du jour,97,160,97,2026-07-14,TASK_PBA_BT,Poteau béton armé BT,
DET_00474,INT_0332,MAT_FOUILLE_BT,🎯 Cumul total à date,86,125,86,2026-07-14,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00475,INT_0333,MAT_FOUILLE_BT,➕ Saisie du jour,39,164,39,2026-08-30,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00476,INT_0334,MAT_FOUILLE_HTA,➕ Saisie du jour,1,1,1,2026-06-20,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00477,INT_0335,MAT_POTEAU_BT,🎯 Cumul total à date,53,53,53,2026-06-28,TASK_PBA_BT,Poteau béton armé BT,
DET_00478,INT_0336,MAT_FOUILLE_BT,➕ Saisie du jour,1,1,1,2026-07-11,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00479,INT_0337,MAT_POTEAU_HTA,➕ Saisie du jour,3,3,3,2026-07-13,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00480,INT_0338,MAT_FOUILLE_BT,➕ Saisie du jour,15,16,15,2026-08-13,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00481,INT_0339,MAT_POTEAU_BT,🎯 Cumul total à date,21,74,21,2026-08-17,TASK_PBA_BT,Poteau béton armé BT,
DET_00482,INT_0339,MAT_FOUILLE_BT,➕ Saisie du jour,62,78,62,2026-08-17,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00483,INT_0340,MAT_POTEAU_HTA,➕ Saisie du jour,15,15,15,2026-05-08,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00484,INT_0341,MAT_POTEAU_BT,➕ Saisie du jour,303,303,303,2026-05-08,TASK_PBA_BT,Poteau béton armé BT,
DET_00485,INT_0341,MAT_FOUILLE_BT,🎯 Cumul total à date,465,465,465,2026-05-08,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00486,INT_0342,MAT_POTEAU_HTA,🎯 Cumul total à date,32,47,32,2026-06-21,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00487,INT_0342,MAT_ARMEMENT,➕ Saisie du jour,4,4,4,2026-06-21,TASK_IACM,Armement IACM,
DET_00488,INT_0343,MAT_POTEAU_BT,🎯 Cumul total à date,297,600,297,2026-06-21,TASK_PBA_BT,Poteau béton armé BT,
DET_00489,INT_0343,MAT_FOUILLE_BT,➕ Saisie du jour,180,645,180,2026-06-21,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00490,INT_0344,MAT_POTEAU_BT,🎯 Cumul total à date,208,808,208,2026-06-25,TASK_PBA_BT,Poteau béton armé BT,
DET_00491,INT_0344,MAT_FOUILLE_BT,➕ Saisie du jour,24,669,24,2026-06-25,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00492,INT_0345,MAT_POTEAU_HTA,🎯 Cumul total à date,3,50,3,2026-08-26,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00493,INT_0346,MAT_CABLE_BT,➕ Saisie du jour,11656,11656,11656,2026-08-26,TASK_Cable_BT,Câble BT,
DET_00494,INT_0347,MAT_POTEAU_BT,🎯 Cumul total à date,1,1,1,2026-05-24,TASK_PBA_BT,Poteau béton armé BT,
DET_00495,INT_0348,MAT_CABLE_BT,➕ Saisie du jour,1787,1787,1787,2026-05-26,TASK_Cable_BT,Câble BT,
DET_00496,INT_0349,MAT_POTEAU_BT,➕ Saisie du jour,52,53,52,2026-06-07,TASK_PBA_BT,Poteau béton armé BT,
DET_00497,INT_0349,MAT_CABLE_BT,➕ Saisie du jour,1010,2797,1010,2026-06-07,TASK_Cable_BT,Câble BT,
DET_00498,INT_0350,MAT_CABLE_HTA,➕ Saisie du jour,49,49,49,2026-06-08,TASK_Cable_HTA,Câble HTA,
DET_00499,INT_0350,MAT_TRANSFO,➕ Saisie du jour,1,1,1,2026-06-08,TASK_TFO,Transformateur HTA/BT,
DET_00500,INT_0351,MAT_POTEAU_HTA,🎯 Cumul total à date,2,2,2,2026-06-21,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00501,INT_0352,MAT_FOUILLE_BT,🎯 Cumul total à date,56,56,56,2026-06-21,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00502,INT_0353,MAT_ARMEMENT,➕ Saisie du jour,1,1,1,2026-07-01,TASK_IACM,Armement IACM,
DET_00503,INT_0354,MAT_DISJONCTEUR,➕ Saisie du jour,1,1,1,2026-07-17,TASK_DMT,Disjoncteur de poteau DMT-CC,
DET_00504,INT_0354,MAT_FOUILLE_HTA,➕ Saisie du jour,1,1,1,2026-07-17,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00505,INT_0355,MAT_FOUILLE_BT,➕ Saisie du jour,49,105,49,2026-07-17,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00506,INT_0356,MAT_POTEAU_HTA,➕ Saisie du jour,3,5,3,2026-07-18,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00507,INT_0357,MAT_CABLE_BT,🎯 Cumul total à date,1557,4354,1557,2026-07-18,TASK_Cable_BT,Câble BT,
DET_00508,INT_0358,MAT_POTEAU_BT,➕ Saisie du jour,51,104,51,2026-07-29,TASK_PBA_BT,Poteau béton armé BT,
DET_00509,INT_0358,MAT_LUMINAIRE_EP,➕ Saisie du jour,46,46,46,2026-07-29,TASK_EP,Luminaire éclairage public,
DET_00510,INT_0359,MAT_FOUILLE_HTA,➕ Saisie du jour,2,3,2,2026-08-19,TASK_Fouille_HTA,Fouille HTA (tranchée),
DET_00511,INT_0360,MAT_PRISE_TERRE,➕ Saisie du jour,34,34,34,2026-08-19,TASK_Terre,Prise de terre,
DET_00512,INT_0361,MAT_FOUILLE_BT,➕ Saisie du jour,7,7,7,2026-06-08,TASK_Fouille_BT,Fouille BT (tranchée),1.0
DET_00513,INT_0362,MAT_POTEAU_HTA,➕ Saisie du jour,1,1,1,2026-06-13,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00514,INT_0363,MAT_POTEAU_HTA,➕ Saisie du jour,3,4,3,2026-06-20,TASK_PBA_HTA,Poteau béton armé HTA,
DET_00515,INT_0364,MAT_POTEAU_BT,➕ Saisie du jour,111,111,111,2026-07-01,TASK_PBA_BT,Poteau béton armé BT,
DET_00516,INT_0364,MAT_FOUILLE_BT,➕ Saisie du jour,39,46,39,2026-07-01,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00517,INT_0365,MAT_POTEAU_BT,➕ Saisie du jour,39,39,39,2026-05-16,TASK_PBA_BT,Poteau béton armé BT,
DET_00518,INT_0366,MAT_FOUILLE_BT,➕ Saisie du jour,13,13,13,2026-07-10,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00519,INT_0367,MAT_POTEAU_BT,🎯 Cumul total à date,84,123,84,2026-08-07,TASK_PBA_BT,Poteau béton armé BT,
DET_00520,INT_0367,MAT_FOUILLE_BT,➕ Saisie du jour,4,17,4,2026-08-07,TASK_Fouille_BT,Fouille BT (tranchée),
DET_00521,INT_0368,MAT_POTEAU_BT,🎯 Cumul total à date,9,132,9,2026-08-09,TASK_PBA_BT,Poteau béton armé BT,
DET_00522,INT_0368,MAT_FOUILLE_BT,➕ Saisie du jour,88,105,88,2026-08-09,TASK_Fouille_BT,Fouille BT (tranchée),
