Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,temp_diff,power_kw,thermal_stress,Type_encoded
302.3,311.7,1341,46.3,194,0,0,0,0,0,0,9.399999999999977,6.501871571795971,61.11759277488198,1
302.3,311.7,1648,32.1,197,0,0,0,0,0,0,9.399999999999977,5.539758821634098,52.07373292336039,0
302.3,311.7,1640,31.5,199,0,0,0,0,0,0,9.399999999999977,5.409822549481624,50.85233196512714,1
302.4,311.8,1416,46.1,202,0,0,0,0,0,0,9.400000000000034,6.835854286799103,64.2570302959118,0
302.4,311.9,1671,29.9,204,0,0,0,0,0,0,9.5,5.232102653068049,49.704975204146464,0
302.4,312.0,1457,45.5,206,0,0,0,0,0,0,9.600000000000023,6.942239086025165,66.64549522584174,0
302.5,312.0,1445,54.8,0,0,0,0,0,0,0,9.5,8.292338528905379,78.7772160246011,1
302.5,312.1,1534,38.6,3,0,0,0,0,0,0,9.600000000000023,6.200708028047343,59.526797069254634,0
302.4,312.0,1508,36.9,5,0,0,0,0,0,0,9.600000000000023,5.827151717584492,55.94065648881126,0
302.4,312.1,1492,47.7,7,0,0,0,0,0,0,9.700000000000045,7.452737420257995,72.29155297650289,1
302.4,312.0,1562,37.9,10,0,0,0,0,0,0,9.600000000000023,6.199388559132833,59.51413016767534,0
302.4,312.0,1545,36.4,12,0,0,0,0,0,0,9.600000000000023,5.889229588419426,56.536604048826625,0
302.5,312.2,1738,25.3,14,0,0,0,0,0,0,9.699999999999989,4.604674240268608,44.66534013060544,0
302.4,312.0,1305,49.1,16,0,0,0,0,0,0,9.600000000000023,6.70997066916976,64.41571842402985,0
302.4,312.0,1477,39.7,18,0,0,0,0,0,0,9.600000000000023,6.140441808975978,58.948241366169526,2
302.4,312.0,1457,43.4,23,0,0,0,0,0,0,9.600000000000023,6.621828051285542,63.56954929234135,2
302.4,312.1,1455,40.4,28,0,0,0,0,0,0,9.700000000000045,6.15563664544384,59.70967546080553,0
302.5,312.2,1574,38.7,30,0,0,0,0,0,0,9.699999999999989,6.378878219407931,61.87511872825686,0
302.6,312.2,1695,27.1,32,0,0,0,0,0,0,9.599999999999966,4.810249591544011,46.17839607882234,0
302.6,312.2,1458,38.8,34,0,0,0,0,0,0,9.599999999999966,5.924038435021201,56.87076897620332,1
302.5,312.1,1454,47.6,37,0,0,0,0,0,0,9.600000000000023,7.247696139733701,69.5778829414437,1
302.5,312.0,2052,18.9,40,0,0,0,0,0,0,9.5,4.061325318854741,38.58259052912004,0
302.5,312.0,1673,29.9,42,0,0,0,0,0,0,9.5,5.238364894424204,49.764466497029936,0
302.4,311.9,1578,29.9,44,0,0,0,0,0,0,9.5,4.940908430006811,46.9386300850647,0
302.5,312.0,1642,29.1,46,0,0,0,0,0,0,9.5,5.003740283078606,47.535532689246764,1
302.4,311.8,1557,31.5,49,0,0,0,0,0,0,9.400000000000034,5.136032749721273,48.27870784738014,1
302.5,311.9,1481,42.9,52,0,0,0,0,0,0,9.399999999999977,6.653359169552072,62.541576193789325,0
302.5,311.8,1566,37.6,54,0,0,0,0,0,0,9.300000000000011,6.166066733053759,57.344420617400026,1
302.5,311.9,1298,57.5,57,0,0,0,0,0,0,9.399999999999977,7.815758923355808,73.46813387954441,1
302.5,311.9,1340,59.4,60,0,0,0,0,0,0,9.399999999999977,8.335273628504439,78.35157210794154,1
302.5,312.0,1574,33.8,63,0,0,0,0,0,0,9.5,5.571216636072043,52.926558042684405,0
302.5,311.9,1437,46.7,65,0,0,0,0,0,0,9.399999999999977,7.027522854594617,66.05871483318924,0
302.6,311.9,1354,48.0,67,0,0,0,0,0,0,9.299999999999955,6.805946324736928,63.295300820053114,0
302.6,311.9,1598,35.5,69,0,0,0,0,0,0,9.299999999999955,5.940646988183179,55.248016990103295,0
302.7,312.0,1944,21.4,71,0,0,0,0,0,0,9.300000000000011,4.356509364586038,40.5155370906502,1
302.7,312.0,1538,36.7,74,0,0,0,0,0,0,9.300000000000011,5.910864689827149,54.97104161539256,1
302.7,312.0,1501,37.0,77,0,0,0,0,0,0,9.300000000000011,5.815821040080545,54.087135672749135,0
302.8,312.1,1441,52.1,79,0,0,0,0,0,0,9.300000000000011,7.86195080733909,73.11614250825363,0
302.7,312.0,1652,31.0,81,0,0,0,0,0,0,9.300000000000011,5.362908099188016,49.87504532244861,1
302.8,312.1,1487,36.6,84,0,0,0,0,0,0,9.300000000000011,5.699288896583387,53.003386738225565,0
302.9,312.2,1605,33.9,86,0,0,0,0,0,0,9.300000000000011,5.697749516183128,52.98907050050315,0
302.9,312.1,1334,54.7,88,0,0,0,0,0,0,9.200000000000045,7.64137958713055,70.30069220160141,0
302.9,312.2,1340,57.8,90,0,0,0,0,0,0,9.300000000000011,8.110754473527889,75.43001660380946,0
302.9,312.2,1513,37.8,92,0,0,0,0,0,0,9.300000000000011,5.989069402950509,55.698345447439806,0
302.9,312.2,1510,41.4,94,0,0,0,0,0,0,9.300000000000011,6.546450771550411,60.8819921754189,0
302.9,312.2,1729,23.6,96,0,0,0,0,0,0,9.300000000000011,4.273026775804645,39.73914901498325,0
302.9,312.2,1745,25.5,98,0,0,0,0,0,0,9.300000000000011,4.659767303437061,43.335835921964716,1
303.1,312.3,1623,31.6,101,0,0,0,0,0,0,9.199999999999989,5.370741136870968,49.41081845921284,1
303.1,312.4,1378,50.1,104,0,0,0,0,0,0,9.299999999999955,7.229621510000047,67.23548004300011,1
303.1,312.4,1407,41.2,107,0,0,0,0,0,0,9.299999999999955,6.070436652678486,56.455060869909644,0
303.0,312.3,1674,29.5,109,0,0,0,0,0,0,9.300000000000011,5.171375667074159,48.093793703789736,1
303.0,312.3,1486,42.4,112,0,0,0,0,0,0,9.300000000000011,6.598014778971332,61.36153744443346,0
303.0,312.3,1483,38.8,114,0,0,0,0,0,0,9.300000000000011,6.02561659748727,56.038234356631676,1
303.0,312.2,1624,28.8,117,0,0,0,0,0,0,9.199999999999989,4.8978686106526315,45.060391218004156,2
303.0,312.2,1257,71.3,122,1,0,0,1,0,0,9.199999999999989,9.385413804819898,86.34580700434294,1
303.0,312.3,1480,41.4,125,0,0,0,0,0,0,9.300000000000011,6.4163888356917935,59.672416171933754,0
303.1,312.4,1404,61.5,127,1,0,0,1,0,0,9.299999999999955,9.042131975562143,84.09182737272751,0
303.0,312.4,1645,29.6,129,0,0,0,0,0,0,9.399999999999977,5.099014316286473,47.93073457309273,1
303.0,312.3,1932,21.9,132,0,0,0,0,0,0,9.300000000000011,4.4307766149169,41.20622251872722,0
303.0,312.3,1533,38.5,134,0,0,0,0,0,0,9.300000000000011,6.180612307039879,57.47969445547094,0
302.9,312.2,1292,54.4,136,0,0,0,0,0,0,9.300000000000011,7.360207044634264,68.44992551509874,1
302.9,312.2,1571,40.6,139,0,0,0,0,0,0,9.300000000000011,6.679298252895212,62.117473751925544,0
302.9,312.3,1578,36.3,141,0,0,0,0,0,0,9.400000000000034,5.998494180911279,56.385845300566224,0
302.8,312.2,1469,36.9,143,0,0,0,0,0,0,9.399999999999977,5.67644951799179,53.35862546912269,1
302.7,312.1,1728,24.4,146,0,0,0,0,0,0,9.400000000000034,4.4153199790612385,41.504007803175796,0
302.7,312.1,1603,32.5,148,0,0,0,0,0,0,9.400000000000034,5.455637442346475,51.28299195805705,2
302.7,312.1,1597,39.8,153,0,0,0,0,0,0,9.400000000000034,6.656050467258646,62.5668743922315,0
302.7,312.1,1688,32.0,155,0,0,0,0,0,0,9.400000000000034,5.656542292543542,53.17149754990949,0
302.7,312.2,1405,51.4,157,0,0,0,0,0,0,9.5,7.5625465554764695,71.84419227702647,0
302.8,312.2,1615,32.9,159,0,0,0,0,0,0,9.399999999999977,5.5641271086504425,52.30279482131403,1
302.8,312.2,1515,36.8,162,0,0,0,0,0,0,9.399999999999977,5.83833578743127,54.88035640185381,0
302.7,312.2,1376,52.8,164,0,0,0,0,0,0,9.5,7.608183424757618,72.27774253519738,0
302.7,312.2,1447,47.5,166,0,0,0,0,0,0,9.5,7.197650568762015,68.37768040323914,0
302.6,312.2,1353,56.5,168,0,0,0,0,0,0,9.599999999999966,8.005249320244832,76.85039347435011,1
302.6,312.1,1502,47.3,171,0,0,0,0,0,0,9.5,7.43977311457418,70.67784458845472,0
302.6,312.0,1447,45.5,173,0,0,0,0,0,0,9.399999999999977,6.89459159744572,64.8091610159896,0
302.5,312.0,1487,46.1,175,0,0,0,0,0,0,9.5,7.178612517281261,68.19681891417197,1
302.6,312.1,1519,38.1,178,0,0,0,0,0,0,9.5,6.060540635819678,57.57513604028694,0
302.6,312.1,1668,28.7,180,0,0,0,0,0,1,9.5,5.0131022291863045,47.624471177269896,0
302.6,312.1,1420,51.6,182,0,0,0,0,0,0,9.5,7.673025897127711,72.89374602271326,0
302.6,312.1,1473,37.3,184,0,0,0,0,0,0,9.5,5.753607033563954,54.65926681885756,0
302.5,312.0,1495,38.8,186,0,0,0,0,0,0,9.5,6.0743741154709845,57.70655409697435,0
302.5,312.0,1574,42.0,188,0,0,0,0,0,0,9.5,6.922813571450469,65.76672892877946,0
302.5,312.0,1383,51.3,190,0,0,0,0,0,0,9.5,7.429646714254108,70.58164378541403,0
302.5,312.0,1591,29.4,192,0,0,0,0,0,0,9.5,4.898308433624132,46.53393011942926,1
302.4,311.8,1644,37.2,195,0,0,0,0,0,0,9.400000000000034,6.404325119902009,60.20065612707911,1
302.5,311.8,2370,14.7,198,0,0,0,0,0,0,9.300000000000011,3.6483315486138266,33.92948340210863,2
302.5,311.9,1401,44.9,203,0,0,0,0,0,0,9.399999999999977,6.587385723826686,61.9214258039707,0
302.5,311.9,1414,51.6,205,0,0,0,0,0,0,9.399999999999977,7.640604660942665,71.82168381286087,1
302.5,312.0,1456,46.3,208,0,0,0,0,0,0,9.5,7.059451907930601,67.06479312534071,0
302.5,312.0,1447,45.7,210,0,0,0,0,0,0,9.5,6.92489749457735,65.78652619848482,1
302.4,311.8,1727,26.5,213,0,0,0,0,0,0,9.400000000000034,4.792551952928789,45.04998835753078,0
302.4,311.7,1495,36.8,215,0,0,0,0,0,0,9.300000000000011,5.761262047663201,53.57973704326783,0
302.3,311.6,1544,34.3,0,0,0,0,0,0,0,9.300000000000011,5.545874455333086,51.57663243459776,0
302.3,311.5,1387,47.3,2,0,0,0,0,0,0,9.199999999999989,6.87015000660079,63.20538006072719,0
302.3,311.5,1316,47.2,4,0,0,0,0,0,0,9.199999999999989,6.504688533208691,59.843134505519885,1
302.3,311.5,1794,26.1,7,0,0,0,0,0,0,9.199999999999989,4.903334981869877,45.11068183320281,0
302.2,311.4,1372,55.1,9,0,0,0,0,0,0,9.199999999999989,7.916520271731944,72.83198649993379,1
302.3,311.5,1674,30.0,12,0,0,0,0,0,0,9.199999999999989,5.259026102109313,48.38304013940562,1
302.2,311.4,1477,41.7,15,0,0,0,0,0,0,9.199999999999989,6.449783965599453,59.338012483514895,0
302.2,311.4,1397,53.0,17,0,0,0,0,0,0,9.199999999999989,7.753555388814728,71.33270957709541,0
302.2,311.5,1616,34.0,19,0,0,0,0,0,0,9.300000000000011,5.753722225294585,53.50961669523971,0
302.3,311.5,1530,42.3,21,0,0,0,0,0,0,9.199999999999989,6.77735783158926,62.35169205062112,1
302.2,311.4,1539,35.1,24,0,0,0,0,0,0,9.199999999999989,5.65684597983339,52.042983014467126,1
302.3,311.4,1845,21.9,27,0,0,0,0,0,0,9.099999999999966,4.231254065487413,38.504411995935314,0
302.2,311.4,1430,43.1,29,0,0,0,0,0,0,9.199999999999989,6.45419266728999,59.37857253906784,0
302.2,311.4,2080,19.2,31,0,0,0,0,0,0,9.199999999999989,4.182088140458733,38.475210892220296,0
302.2,311.4,1432,45.3,33,0,0,0,0,0,0,9.199999999999989,6.793128626710281,62.49678336573451,1
302.2,311.5,1479,39.5,36,0,0,0,0,0,0,9.300000000000011,6.117780453968083,56.895358221903244,1
302.2,311.5,1424,45.2,39,0,0,0,0,0,0,9.300000000000011,6.740266094325878,62.68447467723074,0
302.2,311.6,1534,37.2,41,0,0,0,0,0,0,9.400000000000034,5.975811881952361,56.1726316903524,2
302.1,311.6,1701,26.2,46,0,0,0,0,0,0,9.5,4.666961550613781,44.33613473083092,2
302.2,311.6,1462,50.0,51,0,0,0,0,0,0,9.400000000000034,7.655014099247129,71.95713253292328,0
302.2,311.7,1393,42.5,53,0,0,0,0,0,0,9.5,6.199671302471657,58.89687737348074,1
302.3,311.7,1453,42.5,56,0,0,0,0,0,0,9.399999999999977,6.4667066780267906,60.78704277345168,1
302.3,311.8,1565,37.8,59,0,0,0,0,0,0,9.5,6.194906553613713,58.85161225933027,0
302.3,311.8,1281,51.7,61,0,0,0,0,0,0,9.5,6.9353485261382914,65.88581099831377,0
302.2,311.7,1584,36.2,63,0,0,0,0,0,0,9.5,6.004714534365387,57.04478807647118,1
302.2,311.7,1466,49.0,66,0,0,0,0,0,0,9.5,7.52243888926564,71.46316944802358,1
302.2,311.6,1386,50.5,69,0,0,0,0,0,0,9.400000000000034,7.329649820090346,68.89870830884949,1
302.2,311.6,1383,44.3,72,0,0,0,0,0,0,9.400000000000034,6.415854764940683,60.30903479044264,0
302.3,311.6,1441,53.9,74,0,0,0,0,0,0,9.300000000000011,8.13357290816846,75.64222804596677,2
302.2,311.6,1592,37.7,79,0,0,0,0,0,0,9.400000000000034,6.285112150673788,59.08005421633382,1
302.2,311.6,1594,36.8,82,0,0,0,0,0,0,9.400000000000034,6.142777059515147,57.74210435944259,2
302.2,311.5,1482,45.6,87,0,0,0,0,0,0,9.300000000000011,7.076877275182512,65.81495865919744,0
302.2,311.6,1658,31.4,89,0,0,0,0,0,0,9.400000000000034,5.451836115235631,51.24725948321512,0
302.3,311.7,2170,18.2,91,0,0,0,0,0,0,9.399999999999977,4.135802008695843,38.87653888174083,0
302.3,311.7,1423,44.6,93,0,0,0,0,0,0,9.399999999999977,6.646123034473303,62.473556524048895,1
302.4,311.8,1543,31.1,96,0,0,0,0,0,0,9.400000000000034,5.02521830485365,47.237052065624475,0
302.3,311.8,1435,44.8,98,0,0,0,0,0,0,9.5,6.732223617132686,63.95612436276051,0
302.4,311.8,1320,56.4,100,0,0,0,0,0,0,9.400000000000034,7.79617632914843,73.2840574939955,0
302.4,311.9,1313,55.7,102,0,0,0,0,0,0,9.5,7.658585042896711,72.75655790751875,1
302.4,311.8,1453,42.1,105,0,0,0,0,0,0,9.400000000000034,6.405843556351244,60.21492942970191,1
302.4,311.8,1508,45.7,108,0,0,0,0,0,0,9.400000000000034,7.216824755924425,67.83815270568984,0
302.4,311.8,1451,42.0,110,0,0,0,0,0,0,9.400000000000034,6.381831316502305,59.98921437512189,0
302.5,311.9,1595,34.6,112,0,0,0,0,0,0,9.399999999999977,5.779169125788664,54.32418978241331,2
302.5,311.9,1354,49.4,117,0,0,0,0,0,0,9.399999999999977,7.004453092541754,65.84185906989232,0
302.5,311.9,1265,59.8,119,0,0,0,0,0,0,9.399999999999977,7.921735315536903,74.46431196604671,0
302.4,311.9,1867,25.9,121,0,0,0,0,0,0,9.5,5.063755174737683,48.10567416000799,0
302.5,311.9,1497,41.6,123,0,0,0,0,0,0,9.399999999999977,6.521443694027837,61.301570723861516,0
302.5,311.9,1347,54.3,125,0,0,0,0,0,0,9.399999999999977,7.659422800937666,71.99857432881389,1
302.3,311.7,1544,43.2,128,0,0,0,0,0,0,9.399999999999977,6.984891442285402,65.65797955748262,0
302.3,311.7,1456,45.4,130,0,0,0,0,0,0,9.399999999999977,6.922227140821797,65.06893512372474,2
302.5,311.8,1335,52.7,135,0,0,0,0,0,0,9.300000000000011,7.367506011566103,68.51780590756485,0
302.4,311.9,1452,43.1,137,0,0,0,0,0,0,9.5,6.5534879390944525,62.2581354213973,0
302.4,311.9,1290,70.0,139,1,0,0,1,0,0,9.5,9.456193887305277,89.83384192940014,0
302.4,311.8,1448,43.4,141,0,0,0,0,0,0,9.400000000000034,6.580924514935803,61.86069044039677,0
302.3,311.7,1611,38.6,143,0,0,0,0,0,0,9.399999999999977,6.511956084213995,61.212387191611406,0
302.2,311.7,1556,38.6,145,0,0,0,0,0,0,9.5,6.289636044094959,59.751542418902105,0
302.2,311.7,1413,46.5,147,0,0,0,0,0,0,9.5,6.8805591502596855,65.36531192746702,2
302.2,311.6,1545,35.9,152,0,0,0,0,0,0,9.400000000000034,5.808333577589489,54.5983356293414,0
302.2,311.7,1330,54.6,154,0,0,0,0,0,0,9.5,7.604539177279452,72.2431221841548,0
302.2,311.9,1596,38.0,156,0,0,0,0,0,0,9.699999999999989,6.351043708497126,61.60512397242205,0
302.2,311.8,1618,36.0,158,0,0,0,0,0,0,9.600000000000023,6.099716296209942,58.55727644361558,0
302.2,311.9,1597,35.8,160,0,0,0,0,0,0,9.699999999999989,5.98710067155426,58.07487651407625,2
302.3,312.0,1354,52.2,165,0,0,0,0,0,0,9.699999999999989,7.401466628151409,71.79422629306859,0
302.3,312.0,1746,28.1,167,0,0,0,0,0,0,9.699999999999989,5.137823457533819,49.83688753807798,0
302.4,312.0,1621,32.5,169,0,0,0,0,0,0,9.600000000000023,5.516898499091476,52.9622255912783,0
302.3,312.0,1398,43.3,171,0,0,0,0,0,0,9.699999999999989,6.339042824560413,61.48871539823593,0
302.3,311.9,1434,51.9,173,0,0,0,0,0,0,9.599999999999966,7.793725886878629,74.81976851403458,0
302.3,311.8,1443,43.4,175,0,0,0,0,0,0,9.5,6.558200328074836,62.302903116710944,1
302.2,311.7,1488,44.6,178,0,0,0,0,0,0,9.5,6.949705604565197,66.02220324336938,0
302.3,311.8,1475,48.0,180,0,0,0,0,0,0,9.5,7.414158662471912,70.43450729348316,1
302.3,311.8,1433,50.3,183,0,0,0,0,0,0,9.5,7.548189477049563,71.70780003197085,0
302.3,311.8,1557,34.1,185,0,0,0,0,0,0,9.5,5.5599592623966805,52.81961299276846,1
302.4,311.9,1398,50.1,188,0,0,0,0,0,0,9.5,7.3345507046299465,69.67823169398449,1
302.3,311.8,1559,34.4,191,0,0,0,0,0,0,9.5,5.616078579165305,53.352746502070396,1
302.4,311.9,1422,46.4,194,0,0,0,0,0,0,9.5,6.9094932185992475,65.64018557669286,1
302.3,311.8,1463,35.7,197,0,0,0,0,0,0,9.5,5.4694185621202225,51.95947634014211,1
302.3,311.7,1793,25.3,200,0,0,0,0,0,0,9.399999999999977,4.750391779517614,44.65368272746546,0
302.2,311.6,1872,20.4,202,0,0,0,0,0,0,9.400000000000034,3.999121784313662,37.59174477254856,0
302.2,311.7,1412,44.5,204,0,0,0,0,0,0,9.5,6.579961093188702,62.50963038529267,0
302.3,311.8,1487,43.2,206,0,0,0,0,0,0,9.5,6.727029517278753,63.90678041414815,0
302.3,311.8,1369,56.2,208,1,0,0,0,1,0,9.5,8.056907575445361,76.54062196673094,0
302.4,311.8,1673,30.1,210,0,0,0,0,0,0,9.400000000000034,5.273404124487243,49.56999877018026,0
302.4,311.9,1439,36.6,212,0,0,0,0,0,0,9.5,5.515317230789169,52.395513692497104,1
302.3,311.8,1574,42.8,215,0,0,0,0,0,0,9.5,7.054676687097143,67.01942852742286,0
302.3,311.7,1281,48.8,0,0,0,0,0,0,0,9.399999999999977,6.546325107844267,61.53545601373596,0
302.2,311.7,1653,31.4,2,0,0,0,0,0,0,9.5,5.435395113681845,51.63625357997753,1
302.3,311.7,1535,38.3,5,0,0,0,0,0,0,9.399999999999977,6.156526763362357,57.87135157560601,1
302.3,311.7,1483,40.5,8,0,0,0,0,0,0,9.399999999999977,6.289625572119446,59.12248037792265,1
302.3,311.7,1414,47.0,11,0,0,0,0,0,0,9.399999999999977,6.959465485742348,65.41897556597792,0
302.2,311.6,1379,42.9,13,0,0,0,0,0,0,9.400000000000034,6.195126465099465,58.23418877193518,1
302.2,311.5,1482,42.6,16,0,0,0,0,0,0,9.300000000000011,6.611293243920504,61.48502716846076,2
302.1,311.5,1987,20.1,21,0,0,0,0,0,0,9.399999999999977,4.182370883797557,39.31428630769694,0
302.1,311.5,1635,31.6,23,0,0,0,0,0,0,9.399999999999977,5.410450868012342,50.85823815931589,1
302.1,311.5,1533,39.4,26,0,0,0,0,0,0,9.399999999999977,6.3250941531784735,59.45588503987751,0
302.2,311.7,1576,34.0,28,0,0,0,0,0,0,9.5,5.611303358331849,53.307381904152564,1
302.2,311.8,1330,62.4,31,0,0,0,0,0,0,9.600000000000023,8.690901916890803,83.43265840215192,2
302.2,311.8,1981,21.8,36,0,0,0,0,0,0,9.600000000000023,4.522406400646603,43.415101446207494,0
302.3,311.8,1475,42.8,38,0,0,0,0,0,0,9.5,6.6109581407041205,62.80410233668914,2
302.3,311.8,1804,25.0,43,0,0,0,0,0,0,9.5,4.722860955896656,44.86717908101823,2
302.2,311.6,1416,54.1,48,0,0,0,0,0,0,9.400000000000034,8.02211967279461,75.40792492426961,0
302.1,311.5,1727,27.7,50,0,0,0,0,0,0,9.399999999999977,5.009573173438772,47.08998783032435,0
302.1,311.4,1391,49.2,52,0,0,0,0,0,0,9.299999999999955,7.166726825075179,66.65055947319884,0
302.0,311.5,1366,52.3,54,0,0,0,0,0,0,9.5,7.48136780130771,71.07299411242325,1
301.9,311.3,1366,55.6,57,0,0,0,0,0,0,9.400000000000034,7.953423513436112,74.76218102629973,0
301.9,311.3,1501,40.8,59,0,0,0,0,0,0,9.400000000000034,6.41312157933206,60.283342845721585,0
301.8,311.3,1551,35.8,61,0,0,0,0,0,0,9.5,5.814648178823204,55.23915769882044,0
301.9,311.3,1522,35.6,63,0,0,0,0,0,0,9.400000000000034,5.67405143559955,53.33608349463596,1
301.9,311.2,1369,49.8,66,0,0,0,0,0,0,9.300000000000011,7.139394968988948,66.3963732115973,0
301.8,311.2,1334,52.3,68,0,0,0,0,0,0,9.399999999999977,7.306108819139446,68.67742289991062,0
301.8,311.2,1451,39.4,70,0,0,0,0,0,0,9.399999999999977,5.986765568337878,56.27559634237592,2
301.7,311.2,1589,37.9,75,0,0,0,0,0,0,9.5,6.306548284546782,59.91220870319443,0
301.7,311.3,1708,30.5,77,0,0,0,0,0,0,9.600000000000023,5.455270923203556,52.37060086275426,0
301.7,311.2,1413,42.6,79,0,0,0,0,0,0,9.5,6.303479995721776,59.88305995935688,1
301.6,311.2,1415,46.5,82,0,0,0,0,0,0,9.599999999999966,6.890298087485814,66.14686163986357,1
301.7,311.3,1421,45.9,85,0,0,0,0,0,0,9.600000000000023,6.830230835949177,65.57021602511226,0
301.7,311.3,1348,51.0,87,0,0,0,0,0,0,9.600000000000023,7.19927372496637,69.11302775967732,0
301.6,311.2,1408,42.9,89,0,0,0,0,0,0,9.599999999999966,6.325408312443833,60.72391979946058,0
301.6,311.2,1525,43.7,91,0,0,0,0,0,0,9.599999999999966,6.978786280561926,66.99634829339425,0
301.6,311.3,1706,29.9,93,0,0,0,0,0,0,9.699999999999989,5.341691876800772,51.814411204967435,0
301.6,311.2,1395,46.8,95,0,0,0,0,0,0,9.599999999999966,6.836733932742107,65.632645754324,2
301.5,311.1,1602,34.3,100,0,0,0,0,0,0,9.600000000000023,5.754203936168136,55.240357787214236,0
301.6,311.1,1907,21.5,102,0,0,0,0,0,0,9.5,4.29356231978361,40.78884203794429,0
301.6,311.1,1325,49.2,104,0,0,0,0,0,0,9.5,6.826680836250622,64.85346794438091,0
301.6,311.1,1408,44.4,106,0,0,0,0,0,0,9.5,6.546576435256555,62.19247613493727,0
301.7,311.1,1489,41.4,108,0,0,0,0,0,0,9.400000000000034,6.455407416449378,60.68082971462437,1
301.6,311.1,1680,29.2,111,0,0,0,0,0,0,9.5,5.137132307150029,48.80275691792528,0
301.7,311.2,1517,42.4,113,0,0,0,0,0,0,9.5,6.7356584251006115,63.98875503845581,0
301.7,311.1,1618,36.7,115,0,0,0,0,0,0,9.400000000000034,6.218321890858469,58.452225774069824,1
301.7,311.1,1455,39.8,118,0,0,0,0,0,0,9.400000000000034,6.064216299224378,57.00363321270936,0
301.8,311.1,1543,36.4,120,0,0,0,0,0,0,9.300000000000011,5.881605990246714,54.69893570929451,2
301.8,311.1,1399,41.8,125,0,0,0,0,0,0,9.300000000000011,6.123822783838488,56.95155188969801,1
301.7,311.1,1469,37.2,128,0,0,0,0,0,0,9.400000000000034,5.722599514073024,53.79243543228662,0
301.7,311.2,1521,36.7,130,0,0,0,0,0,0,9.5,5.845530034607992,55.53253532877593,0
301.7,311.3,1584,38.8,132,0,0,0,0,0,0,9.600000000000023,6.435992373850194,61.78552678896201,0
301.8,311.5,1443,43.3,134,0,0,0,0,0,0,9.699999999999989,6.543089267411069,63.467965893887296,0
301.8,311.5,1416,49.0,136,0,0,0,0,0,0,9.699999999999989,7.2658754892224735,70.47899224545792,1
301.7,311.2,1563,34.5,139,0,0,0,0,0,0,9.5,5.646855715194974,53.64512929435225,1
301.8,311.3,1542,40.1,142,0,0,0,0,0,0,9.5,6.475262282020067,61.514991679190636,1
301.8,311.3,1624,31.6,145,0,0,0,0,0,0,9.5,5.374050281132748,51.053477670761104,1
301.8,311.3,1471,44.2,148,0,0,0,0,0,0,9.5,6.808689982321063,64.6825548320501,0
301.9,311.5,1492,40.8,150,0,0,0,0,0,0,9.600000000000023,6.37466848525212,61.1968174584205,1
301.9,311.4,1465,39.9,153,0,0,0,0,0,0,9.5,6.121236205887032,58.15174395592681,1
301.7,311.1,1399,55.1,156,0,0,0,0,0,0,9.400000000000034,8.072311851423462,75.87973140338082,0
301.6,311.0,1431,42.6,158,0,0,0,0,0,0,9.399999999999977,6.38377910394753,60.00752357710664,0
301.5,310.9,1600,39.0,160,0,0,0,0,0,0,9.399999999999977,6.53451271946677,61.42441956298749,0
301.5,310.8,1593,34.5,162,0,0,0,0,0,0,9.300000000000011,5.755240661743822,53.52373815421761,0
301.5,310.9,1469,44.7,164,0,0,0,0,0,0,9.399999999999977,6.876349416103875,64.63768451137626,0
301.5,310.8,1413,44.6,166,0,0,0,0,0,0,9.300000000000011,6.599418023689935,61.374587620316476,0
301.4,310.8,1490,38.0,168,0,0,0,0,0,0,9.400000000000034,5.929232534875135,55.73478582782647,0
301.5,310.9,1671,31.1,170,0,0,0,0,0,0,9.399999999999977,5.442086706033992,51.155615036719404,0
301.5,310.9,1365,46.5,172,0,0,0,0,0,0,9.399999999999977,6.646824656832605,62.480151774226336,0
301.4,310.9,1557,39.3,174,0,0,0,0,0,0,9.5,6.407812287747493,60.87421673360119,1
301.4,310.9,1440,45.4,177,0,0,0,0,0,0,9.5,6.846158710702877,65.03850775167733,0
301.4,310.9,1489,38.9,179,0,0,0,0,0,0,9.5,6.0655881280164445,57.62308721615622,1
301.4,311.0,1733,25.7,182,0,0,0,0,0,0,9.600000000000023,4.664018925494919,44.77458168475133,0
301.3,311.0,1580,36.6,184,0,0,0,0,0,0,9.699999999999989,6.055733999059685,58.740619790878874,2
301.3,311.0,1856,21.9,189,0,0,0,0,0,0,9.699999999999989,4.2564810544957385,41.287866228608614,0
301.3,311.1,1454,40.3,191,0,0,0,0,0,0,9.800000000000011,6.136179714942608,60.134561206437624,0
301.4,311.1,1495,36.3,193,0,0,0,0,0,0,9.700000000000045,5.682984030711255,55.124945097899435,0
301.2,311.0,1761,29.1,195,0,0,0,0,0,0,9.800000000000011,5.366374323082478,52.59046836620834,0
301.3,311.0,1402,47.5,197,0,0,0,0,0,0,9.699999999999989,6.973812092193742,67.64597729427922,1
301.2,311.0,1670,33.0,200,0,0,0,0,0,0,9.800000000000011,5.771105704644449,56.55683590551566,0
301.3,311.0,1582,35.6,202,0,0,0,0,0,0,9.699999999999989,5.897732832535143,57.208008475590816,0
301.3,311.0,1542,35.1,204,0,0,0,0,0,0,9.699999999999989,5.66787297004749,54.97836780946059,0
